doc_id,news_title,sentiment,char_length,word_count,processed_text
2260,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,1,148,31,finnish metal component supplier componenta oyj net profit go mln euro mln mln euro mln
2261,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",1,218,39,establish base station foot foot mount everest enable mountain climber foot summit surf internet even send video exploit
2262,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",1,199,33,finland nokian tyre kazakhstan ordabasy corporation sign agreement build plant astana produce car tire ordabasy chairman dinmukhamet idrisov press conference
2263,"publicinvest research starts coverage on sime darby property, target price rm1.90",1,81,11,publicinvest research start coverage sime darby property target price
2264,Glencore sells agriculture stake for $2.5bn,1,43,6,glencore sell agriculture stake
2265,the state of the nation: imported price pressures set to rise,1,61,11,state nation import price pressure set rise
2266,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,1,82,15,increase trust client yit see apartment sale accelerate
2267,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",-1,144,27,finnish food worker union sel plan hasten collective bargain day strike begin april finland
2268,mtuc: misleading for najib to describe minimum wage hike due in july as ' gift',1,79,15,mtuc mislead najib describe minimum wage hike due july gift
2269,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",-1,71,15,operate profit margin compare earlier
2270,"scientex 's 2q net profit up 79%, plans 1-for-1 bonus issue",1,59,11,scientex net profit plan bonus issue
2271,"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",1,138,24,service intend allow people thirteen mediterranean country reach baltic rapidly single carrier
2272,standard chartered m'sia raises base rate by 25bps from feb 5,1,61,11,standard charter sia raise base rate bps feb
2273,"voir plans to take up stake in consortium zenith, diversify business",1,68,11,voir plan take stake consortium zenith diversify business
2274,india 's diamond exports to top buyer u.s. seen rising on trump,1,63,12,india diamond export top buyer u.s. see rise trump
2275,mmc corp: rm4.40 offer for ncb shares closing on april 22,1,57,11,mmc corp offer ncb share close april
2276,"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",1,163,30,upgrade include five megapixel camera voice control look optical mouse instead pad upgrade click happy need forever
2277,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,1,104,15,acquisition panostaja oyj expand business area specialise digital print
2278,"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",1,109,22,finnish metso paper order supply uncoated fine paper machine mcc paper yinhe china
2279,azrb unit to provide additional equipment to iium hospital for rm120m,1,69,11,azrb unit provide additional equipment iium hospital
2280,sia met earnings forecast so why aren' t analysts more upbeat about the stock?,-1,78,14,sia meet earnings forecast analyst upbeat stock
2281,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",1,187,29,kai tulonen chief technology officer sysopen digia mobility business suite represent significant milestone offer telecommunication industry
2282,Is It Worth Investing In Tesco PLC And Prudential plc Now?,1,58,11,worth invest tesco plc prudential plc
2283,"balakong by-election: early voting completed, records smallest number of 28 voters",1,82,11,balakong election early vote complete record smallest number voter
2284,chinese phone giant xiaomi struggles to live up to ipo hype,-1,59,11,chinese phone giant xiaomi struggle live ipo hype
2285,malaysia jan 2018 palm oil stockpile down 6.75% at 2.5 mil tonnes,-1,65,12,malaysia jan palm oil stockpile mil tonne
2286,s&p 500 index rises as climbing yields boost financial sector stocks,1,68,11,index rise climb yield boost financial sector stock
2287,george kent rises 1.55% on tie-up with siemens for kl-s ' pore hsr tender,1,73,14,george kent rise tie siemens pore hsr tender
2288,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",1,168,29,prove good cellphone design truly work art website nokia provide colorful canvas expression mobile inspire sentiment
2289,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",-1,130,22,furthermore sale passenger car light commercial vehicle country decline last month
2290,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",1,108,20,consolidate operate profit exclude item eur eur earlier
2291,Easyjet traffic hit by air traffic controller strikes and terrorism,-1,67,10,easyjet traffic hit air traffic controller strike terrorism
2292,Royal Mail share price: Postal service issues trading update,-1,60,9,royal mail share price postal service issue trade
2293,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",1,167,28,significant experience smartphone functionality development mobile internet service unite smooth user experience
2294,perisai 's recent contract win no doubt a temporary boost for the company,1,73,13,perisai recent contract win doubt temporary boost
2295,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",1,82,17,net interest income total eur compare eur earlier
2296,bank negara keeps opr at 3% to ensure ' steady growth path',1,59,12,bank negara keep opr ensure steady growth path
2297,Tesco sales rise shows tentative recovery continues,1,51,7,tesco sale rise show tentative recovery continue
2298,MarketsMoneysupermarket slides 11% on Barclays Brexit warning,-1,61,7,marketsmoneysupermarket slide barclays brexit warn
2299,sbs transit posts 43% rise in 3q earnings to s$7.8 mil on higher revenue,1,72,14,sb transit post rise earnings mil higher revenue
2300,1mdb ' not an obstacle' to malaysia 's fdi - finance ministry,1,61,12,mdb obstacle malaysia fdi finance ministry
2301,`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,1,200,37,lower price competitor show real estate market stabilise return balance apartment acquire fair price eye client
2302,tv ad industry at risk of losing best talents to other nations - association,-1,76,14,industry risk lose best talent nation association
2303,Insight hires Aviva's David Hillier for multi-asset team,1,56,8,insight hire aviva david hillier multi asset team
2304,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,-1,116,19,cover forest industry unit employee finland concern temporary permanent lay off
2305,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",1,158,29,operate profit net sale nine month period increase respectively compare correspond period
2306,"felda global active, jumps 3.09% to rm1.67 at 11.30am, erases earlier loss",1,74,12,felda global active jump erase earlier loss
2307,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,1,133,23,carrier handset maker spin positive event raise interest higher end phone pricier data plan
2308,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,1,79,15,program target structural cost reduction eur
2309,insider asia 's stock of the day: stability in consumer f&b,1,59,11,insider asia stock day stability consumer
2310,"planemakers plot course through trade, brexit worries to air show deals",-1,71,11,planemakers plot course trade brexit worry air show deal
2311,perak transit 's 2q earnings rise 31% on higher contribution from public transport hub operations,1,97,15,perak transit earnings rise higher contribution public transport hub operation
2312,Amazon's grocery deal with Morrisons is only the beginning,1,58,9,amazon grocery deal morrison begin
2313,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,1,99,17,swiss franc surge record euro report sharpest gain manufacture march
2314,"oil prices fall on bloated us fuel inventories, stalling china demand",-1,69,11,oil price fall bloat fuel inventory stall china demand
2315,"axiata 2q net profit more than doubles, pays 5 sen dividend",1,59,11,axiata net profit double pay sen dividend
2316,"astro, ytl and ammb at risk of removal from klci top 30 - affin-hwang",-1,69,14,astro ytl ammb risk removal klci top affin hwang
2317,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",-1,237,43,october finnish environmental management lassila tikanoja oyj hel lat monday expect operate profit exclude non recur item whole slightly lower
2318,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,1,125,27,metso order worth around mln eur supply kraftliner board machine china lee man paper co.
2319,ewi achieves cumulative sales of rm7.7b from uk and australian projects,1,71,11,ewi achieve cumulative sale australian project
2320,hk stocks hit six-month closing low as trade war fears persist,-1,62,11,stock hit six month close low trade war fear persist
2321,"is china buyer for bandar malaysia involved in relocating air force base, asks pkr mp",-1,85,15,china buyer bandar malaysia involve relocate air force base ask pkr
2322,ram sees insurance and takaful sectors' growth to be subdued in 2016,-1,68,12,ram see insurance takaful sector growth subdue
2323,FDA approves Shire's Vyvanse for binge-eating disorder,1,54,7,fda approve shire vyvanse binge eat disorder
2324,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,1,83,15,bold spin red fabric design set beautifully ercols napoli sofa
2325,cimb 's malaysia brokerage to be included in jv with china galaxy by 1h18,1,73,14,cimb malaysia brokerage include china galaxy
2326,"pm 's written approval not needed for aabar bvi transactions, says mof",1,70,12,write approval need aabar bvi transaction mof
2327,"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",1,175,28,bristol port seal million pound contract cooper specialise handle supply four tonne customise reach stacker konecranes
2328,olam reveals full list of palm suppliers ahead of critical ngo report,-1,69,12,olam reveal full list palm supplier ahead critical ngo report
2329,The recent troubles simply make NETeller cheaper .,-1,50,8,recent trouble simply make neteller cheaper
2330,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",1,207,33,september finnish waste management recycle lassila tikanoja expand operation russia introduce recently complete recycle plant city dubna near moscow
2331,singtel 's 2q earnings slip 5.6% to s$972.3 mil on one-off loss,-1,63,12,singtel earnings slip mil loss
2332,"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",1,130,23,fair value investment property total eur compare eur correspond period
2333,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",1,74,10,prudential see strong half earnings outgo ceo
2334,noble group to sell more businesses to pare debt; issues 2q loss warning,-1,72,13,noble group sell business pare debt issue loss warn
2335,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",-1,263,47,finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale eur quarter per cent smaller correspond period
2336,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",1,104,23,uponor make operate profit eur eur make record
2337,"budget 2018 to be modestly expansionary, says philippines processing banking applications from 8 foreign lenders - central bank official",-1,136,19,budget modestly expansionary philippine process bank application foreign lender central bank official
2338,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",1,163,28,ragutis control finnish brewery report per cent rise beer sale million litre hold per cent market share
2339,Australia clears AB Inbev's $100 billion SABMiller buyout plan,1,62,9,australia clear inbev billion sabmiller buyout plan
2340,half of new high-end homes supply to come from city centre,1,58,11,half high end home supply come city centre
2341,"singapore 's mice sector draws more investors, amid tough regional rat race",-1,75,12,singapore mouse sector draw investor amid tough regional rat race
2342,india needs to create ' bad bank' quickly - finmin aide,1,55,11,india need create bad bank quickly finmin aide
2343,parkson retail asia 's 1q losses more than double to s$12.9 mil,-1,63,12,parkson retail asia loss double mil
2344,canadian who wants to feed the world is ey world entrepreneur of 2017,1,69,13,canadian want fee world world entrepreneur
2345,malaysia says ' can ' retaliate if eu discriminates against palm oil,1,68,12,malaysia retaliate discriminate palm oil
2346,kawan food jumps 8.5% after cimb research expects strong top-line growth,1,72,11,kawan food jump cimb research expect strong top line growth
2347,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,1,95,18,operate profit increase eur eur correspond period
2348,econpile believed to gain traction in securing more projects this year,1,70,11,econpile believe gain traction secure project
2349,"ecoworld, cascara jv to develop new rm8.5b township near setia alam",1,67,11,ecoworld cascara develop township near setia alam
2350,world bank sees malaysian economic growth slowing to 4.5% in 2016,1,65,11,world bank see malaysian economic growth slow
2351,"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",1,98,21,ceo matti karppinen freeze food post good result
2352,"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",1,187,34,long unprofitable period food division post profitable result speak healthier cost structure approach business operation rihko
2353,"trade bodies call for levy hike withdrawal, negative to country 's economy",-1,74,12,trade body call levy hike withdrawal negative country economy
2354,The shopping center will have a prime location right next to the Myllypuro metro station .,1,90,16,shop center prime location right next myllypuro metro station
2355,ta ann 's log export volumes seen to rise next two years,1,56,12,ann log export volume see rise next
2356,fidelity mgmt and research is now a substantial shareholder in ajinomoto,1,72,11,fidelity mgmt research substantial shareholder ajinomoto
2357,Dyson Wants to Create a Hair Dryer Revolution,1,45,8,dyson want create hair dryer revolution
2358,"klci to extend gains, move above 1,850-level as trade war fears ease",-1,68,12,klci extend gain move level trade war fear ease
2359,tsh resources 3q net profit almost triples to rm30.7m on ffb growth,1,67,12,tsh resource net profit almost triple ffb growth
2360,aeon to slow down expansion from two malls to one a year,-1,56,12,aeon slow expansion mall
2361,peps: pakatan 's affordable housing policy a step in the right direction,1,72,12,pep pakatan affordable house policy step right direction
2362,ikhmas jaya 's audited fy17 profit 51.5% lower than reported earlier,1,68,11,ikhmas jaya audit profit lower report earlier
2363,khazanah board 's en masse resignation offer unlikely to affect stock market,-1,76,12,khazanah board masse resignation offer unlikely affect stock market
2364,rhb: malaysia marine and heavy engineering to see profit in fy18,1,64,11,rhb malaysia marine heavy engineer see profit
2365,oil and gas-related stocks up in active trade as crude oil prices advance,-1,73,13,oil gas relate stock active trade crude oil price advance
2366,m101 seeks to achieve 50% sales in kg baru project by year end,1,62,13,seek achieve sale baru project end
2367,ascendas india trust 's latest portfolio acquisition gives it new leg for growth,1,80,13,ascendas india trust latest portfolio acquisition give leg growth
2368,bumi armada sets up second jv with shapoorji pollonji to support fpso works,1,75,13,bumi armada set shapoorji pollonji support fpso work
2369,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),1,118,28,net sale increase eur eur pretax profit rise eur eur usd
2370,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",1,153,24,celebrate fiftieth anniversary next export distinctive detach home central europe several decade
2371,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",1,202,36,term take agreement talvivaara cameco provide front investment maximum million cover construction cost uranium extraction circuit
2372,petchem 's ammonia plant to start contributing to bottom line this year,1,71,12,petchem ammonia plant start contribute bottom line
2373,most slip on trade worries; s' pore posts 3% monthly drop,-1,57,11,slip trade worry pore post monthly drop
2374,singapore port authority suspends licences of five panoil petroleum bunker tankers,-1,82,11,singapore port authority suspend licence five panoil petroleum bunker tanker
2375,booming lng market steps out of the dark as transparency push grows,1,67,12,boom lng market step dark transparency push grow
2376,"msm slips into the red in 1q on higher raw material costs, weaker ringgit",-1,73,14,msm slip red higher raw material cost weaker ringgit
2377,Tesco shares jump 6% after Christmas sales beat expectations,1,60,9,tesco share jump christmas sale beat expectation
2378,"yee lee 4q net profit higher with spritzer boost, despite lower revenue",1,71,12,yee lee net profit higher spritzer boost despite lower revenue
2379,"boustead plantations 3q net profit up 58.1%, pays five sen dividend",1,67,11,boustead plantation net profit pay five sen dividend
2380,"yinson 1qfy18 profit surges 169% on higher marine contribution, stronger us dollar",1,82,12,yinson qfy profit surge higher marine contribution stronger dollar
2381,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",-1,166,25,finnish construction yit reduce number start up market finance residential unit previously announce
2382,malaysia 's export growth to us to slow to 3-5% in 2018 due to tariffs - midf,1,77,17,malaysia export growth slow due tariff midf
2383,sph reit 1q dpu held steady at 1.34 s ' pore cents,1,50,12,sph reit dpu hold steady pore cent
2384,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",-1,105,24,earnings per share eps half amount eur eur ago
2385,"airasia 1q net profit surges to record high, pays 12 sen dividend",1,65,12,airasia net profit surge record high pay sen dividend
2386,"najib: new investors in m'sia capital markets to get 6-mth waiver on trading, clearing fees",1,91,15,najib investor sia capital market get mth waiver trade clear fee
2387,maybank bags 20 awards at the asset triple a islamic finance awards 2017,1,72,13,maybank bag award asset triple islamic finance award
2388,EBIT margin was up from 1.4 % to 5.1 % .,1,40,11,ebit margin
2389,ixbiopharma 's wafesil granted regulatory approval for treatment of male erectile dysfunction in australia,1,106,14,ixbiopharma wafesil grant regulatory approval treatment male erectile dysfunction australia
2390,AstraZeneca to cut costs but stays silent on M&A talk,1,53,10,astrazeneca cut cost stay silent talk
2391,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,-1,155,27,announce stock exchange release november j.t. bergqvist resign chairmanship membership board
2392,external auditor pkf malaysia unable to verify nakamichi 's transactions and account payables.,-1,94,13,external auditor pkf malaysia unable verify nakamichi transaction account payables.
2393,ioi corp returns to profitability in 3q with rm748.4m net profit,1,64,11,ioi corp return profitability net profit
2394,funding societies raises s$25m in series b funding led by softbank ventures korea,1,81,13,fund society raise series fund lead softbank venture korea
2395,"wall st gains as apple, tech rebound; oil lifts energy shares",1,61,11,wall gain apple tech rebound oil lift energy share
2396,vertice denies involvement in penang project apart from consortium zenith stake,1,79,11,vertice deny involvement penang project apart consortium zenith stake
2397,turkey-led emerging markets rout won ' t end as well as the asian financial crisis,-1,82,15,turkey lead emerge market rout end well asian financial crisis
2398,' malaysia 's manufacturing activity to continue to expand in 1h ',1,66,12,malaysia manufacture activity continue expand
2399,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,1,170,30,incap lankapaja aim enter actual agreement transfer sheet metal production buyer february order complete transfer march
2400,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,1,72,9,cypress semiconductor offer buy integrate silicon solution
2401,najib concerned about future of corporate sector after khazanah directors' quit offer,-1,85,12,najib concern future corporate sector khazanah director quit offer
2402,july 's export should continue to outpace import 's growth - ram ratings,1,72,13,july export continue outpace import growth ram rat
2403,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",1,155,27,finnish financial group aktia report operate profit eur january september eur correspond period
2404,"foreign investors acquired rm249.8 million local equity last week, says midf research",1,85,12,foreign investor acquire million local equity last week midf research
2405,demand for services to combat cyber attacks among future growth drivers for ecs ict,1,83,14,demand service combat cyber attack among future growth driver ec ict
2406,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",-1,155,28,however rapidly increase cost strengthen euro challenge whole industry impact result
2407,asian pac banks on property launches in klang valley and johor to weather challenging fy16,1,90,15,asian pac bank property launch klang valley johor weather challenge
2408,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,1,78,15,upm kymmene upgrade line underperform goldman sachs
2409,oil jumps 8% as opec agrees first production cut since 2008,1,59,11,oil jump opec agree production cut since
2410,"felda global ceo : ' if the pm wants me to resign, i ' ll resign '",-1,66,17,felda global ceo want resign resign
2411,"higher sales, forex gain lift new hoong fatt 's 2q earnings by 67%",1,66,13,higher sale forex gain lift hoong fatt earnings
2412,"myeg posts better 2q profit on stronger demand for its services, new job-matching programme",1,91,14,myeg post better profit stronger demand service job match programme
2413,external auditor issues qualified opinion on china ouhua 's financial report,1,76,11,external auditor issue qualify opinion china ouhua financial report
2414,Old Mutual share price: Wealth unit seen as blue-chip company,1,61,10,old mutual share price wealth unit see blue chip
2415,enhanced maybank2u website expected to increase online transactions by 50% this year,1,84,12,enhance maybank website expect increase online transaction
2416,dialog 's 2q net profit rises 27% on higher contribution from malaysia and jvs,1,78,14,dialog net profit rise higher contribution malaysia jv
2417,google said to be fined record us$5b by eu over android,-1,55,11,google fin record us$ android
2418,multi-year growth seen from n2n connect 's alliance with sbi holdings,1,69,11,multi growth see connect alliance sbi hold
2419,honeywell to open asia pacific 's first industrial cyber security innovation centre in singapore,1,96,14,honeywell open asia pacific industrial cyber security innovation centre singapore
2420,"malaysia 's maxis, digi, celcom ' service disruptions' seen on spectrum migration - mcmc unit",-1,93,15,malaysia maxi digi celcom service disruption see spectrum migration mcmc unit
2421,The union filed a grievance over the company 's overtime assignment policies .,-1,78,13,union file grievance overtime assignment policy
2422,theta edge returns to the black in 1q with net profit of rm1.04m,1,64,13,theta edge return black net profit
2423,"asian shares falter, china under renewed pressure on trade war fears",-1,68,11,asian share falter china renew pressure trade war fear
2424,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,1,144,26,sysopen digia sign agreement main shareholder sentera hold total share capital vote sentera
2425,kuantan flour mills share trade to be suspended from march 8,-1,60,11,kuantan flour mill share trade suspend march
2426,"lbs bina 's earnings could rise moderately from 2q16, says analyst",1,66,11,lb bina earnings rise moderately analyst
2427,malaysia 's potential income gain from rcep 41% less than tpp - uob,1,67,13,malaysia potential income gain rcep less tpp uob
2428,Spain's Caixabank launches new takeover bid for Banco BPI,1,57,9,spain caixabank launch takeover bid banco bpi
2429,Protesters gather in Seattle to block access to Shell oil rig,-1,61,11,protester gather seattle block access shell oil rig
2430,tech: jury still out on whether us-china trade war will benefit malaysian semiconductor industry,1,96,14,tech jury still whether china trade war benefit malaysian semiconductor industry
2431,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",-1,169,34,paper stock among biggest faller stora enso eur real eur upm kymmene lower eur
2432,acccim ' committed to working with new govt to create business friendly environment',1,84,13,acccim commit work govt create business friendly environment
2433,sia engineering sells 24.5% stake in jv for s$14.3 mil gain,1,59,11,sia engineer sell stake mil gain
2434,mas expected to retain current policy stance following 2q gdp results,1,69,11,ma expect retain current policy stance follow gdp result
2435,"boustead swings to rm 6.1m profit in 1q, declares 2.5 sen dividend",1,66,12,boustead swing profit declare sen dividend
2436,"mapletree industrial announces 1.4% rise in 2q dpu to 2.83 cents, aided by lower expenses",1,89,15,mapletree industrial announce rise dpu cent aid lower expense
2437,malpac fails to get federal court leave to challenge decision on plantation assets,-1,82,13,malpac fail get federal court leave challenge decision plantation asset
2438,Diageo sells wine businesses for 320m pounds,1,44,7,diageo sell wine business pound
2439,lim & tan recommends wheelock shareholders hold out for better offer; shares up 26%,1,83,14,lim tan recommend wheelock shareholder hold better offer share
2440,sime darby property wins big at cidb 's qlassic excellence award 2017,1,69,12,sime darby property win big cidb qlassic excellence award
2441,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",-1,123,22,finnish kemira net sale eur decrease eur january june eur january june
2442,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",1,164,31,stora enso norske skog real upm kymmene credit suisse boston cfsb raise fair value share four largest nordic forestry group
2443,yong tai 's 4q profit stronger with en-bloc sale at impression melaka,1,69,12,yong tai profit stronger bloc sale impression melaka
2444,Bunzl delivers small profit increase for 2014,1,45,7,bunzl deliver small profit increase
2445,AstraZeneca cancer drug may not be so fast getting to market,-1,60,11,astrazeneca cancer drug may fast get market
2446,malaysia 's august exports up y-o-y at rm82.2b as lng sales jump,1,64,12,malaysia august export lng sale jump
2447,"expats love singapore for quality of life, but less so for work-life balance and the locals: survey",1,99,17,expat love singapore quality life less work life balance local survey
2448,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",-1,79,16,last upm cut production close mill finland slash job
2449,"cimb offers lower financing rates for hybrid cars, gbi residential properties",1,77,11,cimb offer lower finance rate hybrid car gbi residential property
2450,azmin sees ' imminent win-win resolution' on hsr after meeting with singapore ministers,1,87,13,azmin see imminent win win resolution hsr meet singapore minister
2451,82% malaysians confident economy will improve after gst reduction - nielsen,1,75,11,malaysian confident economy improve gst reduction nielsen
2452,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",-1,244,50,october finnish environmental management lassila tikanoja oyj hel lat today net profit decline eur nine month eur period earlier
2453,UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,1,68,10,buffett berkshire raise oil bet kinder morgan stake
2454,mieco rises 3.80% on plan to takeover syf unit to expand capacity,1,65,12,mieco rise plan takeover syf unit expand capacity
2455,The total need for staff cuts corresponds to about 300 man-years .,-1,66,12,total need staff cut correspond man
2456,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1,64,13,operate profit total eur eur
2457,"supermax chairman rafidah says company, board ' strongly behind ' md",1,68,11,supermax chairman rafidah board strongly behind
2458,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-1,82,14,sainsbury asda tesco morrison cut petrol price oil fall ...
2459,myeg among bursa 's top actives on rumours of office raid,-1,57,11,myeg among bursa top active rumour office raid
2460,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",-1,60,9,fda panel back safety update astrazeneca takeda drug
2461,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",1,128,26,financial impact estimate annual improvement eur division result fiscal
2462,This is the second successful effort for the financial investor this year .,1,75,13,successful effort financial investor
2463,The number of bodily injury cases quadrupled in 2000-2006 .,-1,59,10,number bodily injury case quadruple
2464,gamuda 3q profit up 17%; md lin 's contract renewed for another five years,1,74,14,gamuda profit lin contract renew another five
2465,"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",1,174,25,okmetic product base high tech expertise generate add value customer innovative product development extremely efficient production process
2466,th plantation 's 2q net profit tumbles 99% on lower selling prices,1,66,12,plantation net profit tumble lower sell price
2467,capitaland commercial trust and capitaland mall trust set up us$2 bil euro-medium term note programme for rcs trust,1,115,18,capitaland commercial trust capitaland mall trust set us$ bil euro medium term note programme rcs trust
2468,"malaysian employees have high hopes on pay rise, bonus, despite slower economy",1,78,12,malaysian employee high hope pay rise bonus despite slower economy
2469,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,1,73,12,construction volume meanwhile grow rate annually
2470,"most malaysian employers to give 3%-6% raise this year, study says",1,66,11,malaysian employer give raise study
2471,"bat malaysia 3q net profit down 33%, pays 43 sen dividend",-1,57,11,bat malaysia net profit pay sen dividend
2472,oil slips 1 pct as rising output faces weak demand worries,-1,58,11,oil slip rise output face weak demand worry
2473,It estimates the operating profit to further improve from the third quarter .,1,77,13,estimate operate profit improve quarter
2474,higher egg prices boosts ltkm 's 1q net profit by 25%,1,53,11,higher egg price boost ltkm net profit
2475,ideal sun city buys industrial properties for rm6.15m for recurring rental income,1,81,12,ideal sun city buy industrial property recur rental income
2476,"fake twitter accounts used to discredit sarawak report editor, says report",-1,74,11,fake twitter account use discredit sarawak report editor report
2477,cimb records rm920m gain from ownership realignment in asset management units,-1,77,11,cimb record gain ownership realignment asset management unit
2478,Kingfisher set to open another 200 Screwfix stores,1,50,8,kingfisher set open another screwfix store
2479,Legal & General share price: Finance chief to step down,-1,55,10,legal general share price finance chief step
2480,klci gets off to muted start on final trading day 2016,1,54,11,klci get mute start final trade day
