doc_id,news_title,sentiment
2425,kuantan flour mills share trade to be suspended from march 8,-1
2426,"lbs bina 's earnings could rise moderately from 2q16, says analyst",1
2427,malaysia 's potential income gain from rcep 41% less than tpp - uob,1
2428,Spain's Caixabank launches new takeover bid for Banco BPI,1
2429,Protesters gather in Seattle to block access to Shell oil rig,-1
2430,tech: jury still out on whether us-china trade war will benefit malaysian semiconductor industry,1
2431,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",-1
2432,acccim ' committed to working with new govt to create business friendly environment',1
2433,sia engineering sells 24.5% stake in jv for s$14.3 mil gain,1
2434,mas expected to retain current policy stance following 2q gdp results,1
2435,"boustead swings to rm 6.1m profit in 1q, declares 2.5 sen dividend",1
2436,"mapletree industrial announces 1.4% rise in 2q dpu to 2.83 cents, aided by lower expenses",1
2437,malpac fails to get federal court leave to challenge decision on plantation assets,-1
2438,Diageo sells wine businesses for 320m pounds,1
2439,lim & tan recommends wheelock shareholders hold out for better offer; shares up 26%,1
2440,sime darby property wins big at cidb 's qlassic excellence award 2017,1
2441,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",-1
2442,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",1
2443,yong tai 's 4q profit stronger with en-bloc sale at impression melaka,1
2444,Bunzl delivers small profit increase for 2014,1
2445,AstraZeneca cancer drug may not be so fast getting to market,-1
2446,malaysia 's august exports up y-o-y at rm82.2b as lng sales jump,1
2447,"expats love singapore for quality of life, but less so for work-life balance and the locals: survey",1
2448,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",-1
2449,"cimb offers lower financing rates for hybrid cars, gbi residential properties",1
2450,azmin sees ' imminent win-win resolution' on hsr after meeting with singapore ministers,1
2451,82% malaysians confident economy will improve after gst reduction - nielsen,1
2452,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",-1
2453,UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,1
2454,mieco rises 3.80% on plan to takeover syf unit to expand capacity,1
2455,The total need for staff cuts corresponds to about 300 man-years .,-1
2456,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1
2457,"supermax chairman rafidah says company, board ' strongly behind ' md",1
2458,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-1
2459,myeg among bursa 's top actives on rumours of office raid,-1
2460,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",-1
2461,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",1
2462,This is the second successful effort for the financial investor this year .,1
2463,The number of bodily injury cases quadrupled in 2000-2006 .,-1
2464,gamuda 3q profit up 17%; md lin 's contract renewed for another five years,1
2465,"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",1
2466,th plantation 's 2q net profit tumbles 99% on lower selling prices,1
2467,capitaland commercial trust and capitaland mall trust set up us$2 bil euro-medium term note programme for rcs trust,1
2468,"malaysian employees have high hopes on pay rise, bonus, despite slower economy",1
2469,Construction volumes meanwhile grow at a rate of 10-15 percent annually .,1
2470,"most malaysian employers to give 3%-6% raise this year, study says",1
2471,"bat malaysia 3q net profit down 33%, pays 43 sen dividend",-1
2472,oil slips 1 pct as rising output faces weak demand worries,-1
2473,It estimates the operating profit to further improve from the third quarter .,1
2474,higher egg prices boosts ltkm 's 1q net profit by 25%,1
2475,ideal sun city buys industrial properties for rm6.15m for recurring rental income,1
2476,"fake twitter accounts used to discredit sarawak report editor, says report",-1
2477,cimb records rm920m gain from ownership realignment in asset management units,-1
2478,Kingfisher set to open another 200 Screwfix stores,1
2479,Legal & General share price: Finance chief to step down,-1
2480,klci gets off to muted start on final trading day 2016,1
2481,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",1
2482,The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,1
2483,civmec to participate in construction of australia 's new offshore patrol vessels,1
2484,"home financing applications declined due to high debt service ratio, adverse credit",-1
2485,pavilion reit sees ' flattish ' rental reversion for pavilion mall,-1
2486,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,1
2487,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,1
2488,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",-1
2489,marc downgrades alam maritim 's sukuk ratings to ais from a+is,-1
2490,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-1
2491,maserati recalls sedans on risk of speed bursts from loose mats,-1
2492,"ytl corp 's 3q profit slips 6% on lower revenue, loss in hotels segment",1
2493,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",1
2494,"mas shuts down falcon bank, imposes penalties on dbs and ubs in 1mdb crackdown",-1
2495,"genting unit ups bond sale for resorts world las vegas, among others",1
2496,independent advisor tells pj development shareholders to accept osk 's takeover offer,1
2497,"ann joo 's fy18 profit seen better on stable sales, higher margins",1
2498,"unisem 's 2q profit grows 20% on higher sales, better margin; declares 3.5 sen dividend",1
2499,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",1
2500,`` Leipurin is a growing and rapidly internationalizing Group .,1
2501,boustead projects reports 19% fall in fy18 earnings to s$29.2 mil on absence of one-offs,-1
2502,CompaniesTesco sheds Harris & Hoole coffee shops,1
2503,"Britain's FTSE led lower by ITV, William Hill",-1
2504,analysts think airasia 's jv in vietnam strengthen its presence in asean region,1
2505,perdana petroleum to place out up to 10% of its shares,1
2506,"Industry NewsG4S makes 'positive' start to year, no new impairments",1
2507,"litrak 4q net profit up 6% on low maintenance cost, reduced losses in associate firm",1
2508,spooked no more? hong kong 's ' haunted apartment' prices levitate with white-hot market,-1
2509,Standard Chartered Shifts Emerging-Markets Strategy After Losses,-1
2510,proxy fight looms as new investors ramp up pressure on campbell soup,1
2511,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,-1
2512,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",-1
2513,knight frank malaysia: retailers more likely to adopt ' clicks and mortar ' concept,1
2514,"batu kawan 's 3q net profit up 12.7% on better showing by plantation, manufacturing segments",1
2515,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",-1
2516,"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",-1
2517,Return on investment was 16.6 % compared to 15.8 % in 2004 .,1
2518,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",1
2519,lack of mla from ag prevented verification of donation from saudi prince - macc chief,-1
2520,"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",1
2521,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,1
2522,china 's crackdown on polluting factories helps boost demand for chin well 's fasteners,1
2523,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,1
2524,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",1
2525,Shell Targets Gains From Brazil to LNG With Takeover of BG Group,1
2526,hua yang expects northern projects to contribute up to 30% of fy18 revenue,1
2527,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",-1
2528,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",-1
2529,"scientex posts record 4q earnings, plans rm800m property launches in fy18",1
2530,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1
2531,"icapital.biz largest shareholder says fund fees high, to vote down director reappointments",-1
2532,UK MORNING BRIEFING: Sky And Hargreaves Lansdown Bookend FTSE 100,1
2533,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",1
2534,"ecm libra 's potential mgo at 37 sen, confirming edge fd report",1
2535,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",-1
2536,"kim loong 1q19 net profit down 15% on lower ffb production, cpo price",1
2537,the state of the nation: more work needs to be done to improve competitiveness,-1
2538,Kingfisher share price slides on cost to implement new strategy,-1
2539,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",-1
2540,"singtel to invest $1.8 bln to raise stakes in indian, thai mobile operators",1
2541,BHP's iron ore outlook holds little cheer for small miners,-1
2542,mahb intends to resolve rm456m arbitration with kafs by year end,1
2543,tnb to complete eia for 300mw hydropower plant in kelantan by 2018,1
2544,The court found TelecomInvest 's arguments convincing .,1
2545,poh huat 's 2q profit about triples on higher furniture exports,1
2546,"approved fdi in 1h16 totalled rm28b, up 32% from 1h15 - najib",1
2547,AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma,1
2548,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,1
2549,The measures result from decreased demand in technical design and product information .,-1
2550,bina puri gets pre-approval for listing of unit on indonesian exchange,1
2551,malaysians get first dibs on s p setia 's sapphire by the gardens,1
2552,the mistakes investors are making when it comes to the trade war,-1
2553,slower china demand sees diamond prices falling 8% to 15% in first 9 mths of 2015,-1
2554,"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",1
2555,AstraZeneca share price: Acerta deal pays off with orphan drug status,1
2556,no catalysts in sight for citydev as new housing initiatives threaten to curb buying sentiment: jefferies,-1
2557,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",1
2558,"myer shares soar 18%, the most on record, on block trade",1
2559,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",-1
2560,vard holdings wins vessel design & construction contract worth us$40 mil,1
2561,Satama 's net sales would be higher than the year before .,1
2562,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",-1
2563,foreign liquidity flow continued to recede last week - midf research,-1
2564,bank of japan seen cutting price forecasts as inflation expectations stall,-1
2565,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",1
2566,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,1
2567,pj development sees profit of rm17.5m for its three months ended sept 30,1
2568,US urges final approval of $20 billion BP oil spill pact,-1
2569,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",-1
2570,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",1
2571,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",1
2572,spackman wins camera equipment deals for 3 new korean drama series including ' suits' remake,1
2573,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,1
2574,"dairy farm a ' buy ' on health, home and supermarket segments",1
2575,WPP boosts sales despite cautious clients,1
2576,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,-1
2577,Standard Life impresses as fee-based products offset annuities slump,1
2578,ccb 1q17 net profit sinks 97% as premium car price war escalates,1
2579,"superlon hits all-time high on solid fy17, positive fy18 earnings forecast",1
2580,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",-1
2581,"no need for auditor general report on 1mdb to made public, says azalina",-1
2582,' foreign buying jumped 10 times to rm362.6m last week ',1
2583,the call: m1 looks likely to join forces with starhub. what will it mean?,1
2584,cover story: ' do malaysians want to see proton go bankrupt?',-1
2585,London Stock Exchange Group's quarterly revenue rises 12 percent,1
2586,mrcb rises in active trade on news of disposing edl to govt by year end,1
2587,Greenpeace Protest of BP Forces British Museum to Close,-1
2588,wah seong rises 1.5% after customs probe into indirect unit ends,1
2589,"rhb strategy for 2017: the working population is getting older, but these stocks are evergreen",1
2590,us stock funds saw strong inflows ahead of selloff - ici,1
2591,capitaland reports 18.8% lower 1q earnings to s$319.1m on absence of one-off gain,1
2592,puncak niaga to only pay rm5.91m out of rm15.72m claimed in dispute,-1
2593,US dollar wipes out sales gains for SABMiller,-1
2594,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",-1
2595,bn lawmakers says unfair to single out najib in 1mdb woes,-1
2596,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",1
2597,"monsoon rains disrupt traffic, schools in india 's financial hub of mumbai",-1
2598,ranhill acquires 26.7% stake in sabah geothermal power plant developer for rm18.7m,1
2599,goldman warns of china economy risks during year of the rooster,-1
2600,sembcorp acquisition of remaining stake in sgi expected to boost group earnings by 15%,1
2601,cahya mata 's 1q net profit plunges 98% on lower revenue,1
2602,media baron tiong profits rm3.9 mil from mcil 's arbitrage opportunity,1
2603,Shell fined by Scottish court for 2011 North Sea oil spill,-1
2604,malaysia nov palm oil inventory up 16.02% on month at 2.56 mil tonnes,1
2605,"UK government sells more Lloyds shares, cuts stake to below 12 percent",-1
2606,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",1
2607,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",1
2608,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",1
2609,Persimmon sells 17% more houses in 2014,1
2610,News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,1
2611,Former Barclays traders stand trial in Libor case,-1
2612,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",1
2613,Glencore slashes 2015 capex budget as annual profits slip 2%,-1
2614,rm5b to be allocated under green technology financing scheme to boost green technology investments,1
2615,The company feels these leases are prime locations due to several producing formations in the immediate area .,1
2616,"bland halts work at jeju airest city, sues korean govt unit over land buy issues",-1
2617,fgv provides more clarity on ' different investment mode' in eagle high matter,1
2618,HSBC Hit by Fresh Details of Tax Evasion Claims,-1
2619,"malaysia 's agri commodities exports fell 7.1% y-o-y to rm43.5b in jan-april 2018, says new primary industries minister teresa kok",-1
2620,"bank negara will continue to assist other authorities on 1mdb, says governor",1
2621,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",1
2622,BT finance director Tony Chanmugam to step down,-1
2623,"The staff reduction will start immediately , Glaston added .",-1
2624,Scanfil has also issued a profit warning .,-1
2625,malakoff 1q profit falls 46%; syed mokhtar 's daughter joins board,1
2626,fitters diversified unit 's aborted ipo due to unsatisfactory financial performance,-1
2627,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",1
2628,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",-1
2629,china eyes infrastructure boost to cushion growth as trade war escalates - sources,1
2630,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",1
2631,"klci gains 0.61%, crosses 1,800 level as regional sentiment perks up",1
2632,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,-1
2633,ktmb sets new direction with maiden vision and updated mission statements,1
2634,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",1
2635,berjaya land to acquire 70% stake in hotel industry consultation company,1
2636,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,-1
2637,hibiscus buys shell 's 50% equity interest in sabah contract for us$25m,1
2638,easyJet leads Britain's FTSE lower as global bond rout resumes,-1
2639,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,1
2640,Sainsbury's says to outperform rivals in tough market,1
2641,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,1
2642,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",-1
2643,"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",1
2644,leon fuat 's 1q net profit plunges 90.7% on lower steel product margins,1
2645,"higher 45% chance of bnm rate hike in 2h17, says ambank research",1
2646,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,1
2647,dbe gurney says three new poultry products to generate rm10mil in potential revenue,1
2648,putrajaya approves continuation of lrt3 at a final cost of rm16.63 billion,1
2649,japan 's orix in us$2.2b deal with hna for stake in aircraft lessor avolon,1
2650,Tesco boss urges rethink on minimum wage and business rates,1
2651,invest malaysia 2018: profit sustainability can be maintained with encore melaka - yong tai,1
2652,glp gets green light to issue onshore belt & road bonds in china,1
2653,"dbs posts record earnings of s$1.22b for 4q; proposes final dividend of 60 s ' pore cents, special dividend of 50 s ' pore cents",1
2654,"sph-kajima jv to build over 600 residences, 310,000 sf mall on bidadari site",1
2655,too premature to ascertain luxury development freeze on jv projects - sd property,-1
2656,manhattan resources completes acquisition of majority stake in indonesian power supplier for us$36m,1
2657,ag 's press meet disrupted by commotion caused by najib 's supporters,-1
2658,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,1
2659,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',1
2660,BHP Billiton drags FTSE lower after slashing dividend,-1
2661,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",1
2662,takaful malaysia 4q earnings up 43% on higher net wakalah fee,1
2663,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",1
2664,parkson posts fourth straight quarter of losses amid weak consumer sentiment,-1
2665,fraser logistics & industrial trust 1q dpu up 3.4% to 1.8 s ' pore cents on forex gains,1
2666,"dap urges putrajaya to suspend klia express fare hike, disclose agreement",-1
2667,"sia engineering, ge aviation to form engine overhaul jv in singapore",1
2668,Glencore Studies Possible IPO for Agricultural Trading Business,1
2669,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",-1
2670,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",-1
2671,' was 1mdb gil 's payment to fake aabar made to bluff deloitte?',-1
2672,"bank of england cuts rates for first time since 2009, restarts bond purchases",-1
2673,harn len buys 3 plots of land in johor for investment,1
2674,plaster ceiling collapses at avillion 's water chalet resort in port dickson,-1
2675,malaysia aims to be among world 's top five furniture exporters by 2022,1
2676,umw 's loan to subsidiary seen as a mildly negative move,-1
2677,Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,1
2678,The StoneGate UTM solution offers protection against inbound and outbound attacks .,1
2679,The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,-1
2680,"- Demand for fireplace products was lower than expected , especially in Germany .",-1
2681,Britain's power supplies enough to meet winter demand - National Grid,1
2682,"The total headcount reduction will be 50 persons , the company said .",-1
2683,Australian mining slowdown hits Aggreko,-1
2684,four ways to improve your linkedin profile that beat hiding behind buzzwords,-1
2685,"mixed corporate earnings to set the tone at bursa, klci to defend 1,850-level",1
2686,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",1
2687,hong kong scraps 24-hour bbc world service radio channel despite criticism,-1
2688,Sales of mid-strength beer decreased by 40 % .,-1
2689,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",1
2690,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",1
2691,"opec chief says ' so far, so good' on deal to cut production",-1
2692,tan lian hong ceases to be substantial shareholder of metronic global,1
2693,awc 's 1q net profit up by more than four times on higher revenue,1
2694,Glencore fight back over debt fears lifts shares,1
2695,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,1
2696,sabah pan borneo highway made official with govt and pdp signing agreement,1
2697,budget 2017 has cut allocation for new hospitals by 35% - mp,-1
2698,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,-1
2699,gamuda land 's madge mansions wins at malaysia property award 2017,1
2700,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",1
2701,knm 's 3q net profit slumps 86% on higher tax expenses,-1
2702,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,1
2703,"However , the total orders received will still be above last year s levels .",1
2704,"spotlight on fall in loan loss coverage at maybank, ammb and affin",-1
2705,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",1
2706,"press metal sets 10-year quarterly profit record, pays 1.5 sen dividend",1
2707,convert your loose change into ez-link credits with this new cashless solution,-1
2708,Shell challenges Exxon dominance with 47 billion-pound bid for BG,1
2709,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,-1
2710,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",1
2711,klci closes lower for 2nd consecutive day in line with regional peers,-1
2712,dr mahathir to witness signing of 3 mous during china visit,1
2713,"AstraZeneca digs into precision medicine with lung, heart deals",1
2714,"klci rises 0.24% in line with regional gains, public bank lifts",1
2715,"rhb bank 3q net profit slips 3.26% to rm488.83m on higher impairment, expenses",-1
2716,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",1
2717,"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",1
2718,"hong kong housing prices hit new high, but could be higher, says jll",1
2719,malaysia fights to rein in blaze at tipco oil storage facility - media,1
2720,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,-1
2721,Standard Life hit by 'unprecedented' number of calls on pension freedoms,-1
2722,"fitch foresees malaysia 's 2016 fiscal, economic outlook ' to remain under pressure from weaker commodity prices'",1
2723,"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",1
2724,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,1
2725,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",1
2726,Ocwen Reaches Settlement With California Regulator,1
2727,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",1
2728,guan eng says claims sst will burden people more is ' illogical' when it collects rm23b less than gst,-1
2729,protectionist us policy poses challenge for malaysia 's economic growth - uob,1
2730,Weir leads FTSE lower after oil price profits warning,-1
2731,An individual promotion also generated slightly higher-than-expected revenues .,1
2732,nomura: malaysia among ' clear-cut winners ' of rising oil prices,1
2733,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,1
2734,BP slashes capital spending by 20%,-1
2735,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",1
2736,"FTSE led lower by M&S, GlaxoSmithKline",-1
2737,fintech investment in asia ' drops dramatically ' in first quarter,-1
2738,"auditors issue disclaimer, qualified opinion on lion diversified, lion corp 's fy15 accounts",1
2739,Beach holiday demand helps lift clouds for easyJet,1
2740,ocbc and great eastern confirm reviewing options with united engineers stake,1
2741,AB InBev looks to win over SABMiller investors,1
2742,forex gains give united malacca an earnings boost; pays 8 sen dividend,1
2743,"ta global 1q net profit almost triples on property disposal, compulsory acquisition",1
2744,lafarge 's rm270m cement contract for ecrl suspended due to project 's review,-1
2745,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",-1
2746,philippine cbank governor says tax reforms won ' t require policy response,1
2747,hibiscus share price jumps on completion of asset acquisition in north sea,1
2748,"govt to intervene if ron95, diesel prices breach rm2.50 for three months",-1
2749,"vague statements could dent investor confidence in malaysia, warns m'sia-china chamber",1
2750,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",1
2751,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,1
2752,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,1
2753,"consortium led by imda, mas & skillsfuture sign agreement for tesa fintech collective",1
2754,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,1
2755,old chang kee forms uk joint venture to operate food retail oulets,1
2756,The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,1
2757,Hargreaves Lansdown says first-quarter assets hit by stock market flux,-1
2758,rhb 's sme financing division to contribute 20% of group 's profit by 2019,1
2759,world media eyes on malaysia after a-g decision on rm2.6 bil donation,1
2760,"most asian shares edge up after wall st gains, but china down",-1
2761,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",-1
2762,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",1
2763,Tesco rebounds as buyers sense a bargain,1
2764,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",-1
2765,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",-1
2766,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,1
2767,"decide if you' re ignorant or in-the-know about 1mdb, pua tells najib",-1
2768,keppel corp reveals van oord contracts valued at s$212 mil after sgx query,1
2769,uk annual retail sales growth slows to weakest since 2013 in 3q,-1
2770,ytl corp 3q net profit down 52.4% on lower construction margins,1
2771,"several airlines suspended in thailand after failing to secure recertification, say media reports",-1
2772,affinhwang capital raises target price for perak transit to 40 sen,1
2773,"mui 's 1q loss widens 10-fold on forex losses, declining metrojaya sales",-1
2774,"run-up to ge14: ' issues are because of wrong business model, weak management and poor governance'",-1
